rgb,set1Arm,set1NotArm,set1Prediction,set2Arm,set2NotArm,set2Prediction,set3Arm,set3NotArm,set3Prediction,set4Arm,set4NotArm,set4Prediction,set5Arm,set5NotArm,set5Prediction,set6Arm,set6NotArm,set6Prediction,set7Arm,set7NotArm,set7Prediction,totalArm,totalNotArm,totalPrediction
3-8-8,0,0,1,0,7,0,2,4,0,3,12,0,0,2,0,0,0,1,2,1,1,7,26,0
9-13-12,0,49,0,0,118,0,0,93,0,0,11,0,0,11,0,2,2,1,0,7,0,2,291,0
7-11-16,33,0,1,27,0,1,75,1,1,45,29,1,142,2,1,27,9,1,65,22,1,414,63,1
16-14-15,0,1,0,0,0,1,0,0,1,2,1,1,0,0,1,1,1,1,0,11,0,3,14,0
4-2-1,0,1,0,0,1,0,0,7,0,0,0,1,0,7,0,0,3,0,0,0,1,0,19,0
14-16-15,2,0,1,1,1,1,1,0,1,0,0,1,0,3,0,1,4,0,0,1,0,5,9,0
9-10-14,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,3,1,1
16-20-23,14,23,0,30,2,1,22,27,0,22,18,1,34,17,1,3,31,0,6,15,0,131,133,0
15-13-8,0,4,0,0,1,0,0,4,0,0,0,1,0,5,0,0,1,0,0,1,0,0,16,0
24-16-1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,3,0
9-5-1,0,1,0,0,3,0,0,8,0,0,2,0,0,3,0,0,0,1,0,0,1,0,17,0
12-22-29,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,11,0,1
17-22-23,0,10,0,0,15,0,0,88,0,0,16,0,5,17,0,0,160,0,1,0,1,6,306,0
19-15-5,0,2,0,0,2,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,8,0
24-28-31,0,0,1,2,0,1,7,0,1,10,0,1,30,0,1,1,0,1,3,0,1,53,0,1
12-14-14,2,20,0,5,24,0,4,39,0,1,0,1,5,22,0,8,13,0,4,34,0,29,152,0
16-12-1,0,4,0,0,1,0,0,9,0,0,2,0,0,3,0,0,1,0,0,0,1,0,20,0
27-28-28,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1
2-2-0,298,163,1,180,80,1,144,193,0,0,25,0,124,56,1,46,25,1,158,21,1,950,563,1
8-14-20,18,0,1,114,0,1,19,0,1,7,0,1,21,0,1,18,0,1,41,4,1,238,4,1
1-3-7,25,0,1,13,0,1,65,2,1,37,12,1,15,2,1,14,2,1,1,0,1,170,18,1
15-23-25,0,0,1,0,0,1,0,9,0,0,0,1,3,0,1,0,0,1,0,0,1,3,9,0
11-14-17,28,8,1,31,35,0,41,10,1,22,6,1,58,15,1,39,13,1,25,15,1,244,102,1
23-18-4,0,3,0,0,2,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1,0,9,0
2-1-1,43,6,1,56,5,1,48,28,1,2,0,1,31,24,1,2,3,0,37,0,1,219,66,1
7-8-10,17,2,1,33,7,1,22,12,1,22,27,0,19,12,1,15,4,1,11,4,1,139,68,1
10-10-6,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,4,0
20-19-18,0,1478,0,20,2914,0,0,11939,0,39,5620,0,8,6709,0,0,912,0,0,194,0,67,29766,0
20-24-28,1,0,1,1,2,0,5,2,1,0,2,0,11,0,1,1,1,1,1,0,1,20,7,1
1-1-5,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1
16-14-7,0,1,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,6,0
14-17-18,12,232,0,8,431,0,31,363,0,31,1,1,19,64,0,5,10,0,4,129,0,110,1230,0
12-19-24,147,0,1,178,4,1,265,0,1,160,4,1,514,0,1,105,0,1,215,8,1,1584,16,1
3-4-3,213,269,0,101,126,0,261,304,0,69,49,1,383,179,1,343,207,1,438,17,1,1808,1151,1
18-17-17,2,331,0,27,144,0,1,1985,0,20,634,0,1,93,0,0,1748,0,0,211,0,51,5146,0
17-25-28,0,0,1,0,0,1,0,8,0,0,1,0,0,6,0,0,0,1,0,0,1,0,15,0
18-21-24,4,8,0,2,3,0,1,31,0,7,12,0,6,5,1,0,2,0,4,8,0,24,69,0
17-22-21,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,2,0
13-10-3,0,3,0,0,3,0,0,9,0,2,3,0,0,1,0,0,5,0,0,4,0,2,28,0
6-12-19,1,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,3,0,1
5-9-17,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,2,0,1
4-7-10,259,1,1,422,28,1,683,14,1,407,28,1,906,42,1,213,5,1,383,12,1,3273,130,1
8-10-9,13,60,0,10,47,0,0,64,0,16,1,1,3,15,0,10,4,1,0,9,0,52,200,0
5-7-12,4,0,1,1,1,1,3,0,1,4,0,1,8,0,1,6,0,1,1,0,1,27,1,1
0-6-8,1,0,1,0,0,1,3,0,1,1,0,1,0,0,1,3,0,1,0,0,1,8,0,1
14-18-22,25,8,1,31,3,1,36,10,1,63,17,1,48,28,1,15,8,1,25,5,1,243,79,1
11-18-20,7,1,1,8,0,1,8,1,1,4,0,1,26,13,1,2,0,1,1,0,1,56,15,1
21-24-24,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
20-24-30,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,2,0,1
11-19-24,77,0,1,425,0,1,252,0,1,492,1,1,232,0,1,253,0,1,172,2,1,1903,3,1
12-21-25,63,0,1,142,0,1,221,0,1,470,0,1,291,0,1,169,0,1,171,1,1,1527,1,1
13-19-26,0,0,1,1,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3,0,1
8-6-1,0,5,0,0,6,0,0,24,0,1,12,0,0,6,0,0,3,0,0,3,0,1,59,0
13-15-19,0,0,1,4,5,0,1,0,1,2,0,1,1,0,1,0,0,1,1,0,1,9,5,1
8-15-19,135,0,1,140,1,1,103,0,1,111,1,1,169,6,1,133,0,1,112,13,1,903,21,1
9-10-6,0,2,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0
13-15-13,0,1,0,0,4,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,6,0
13-9-2,0,1,0,0,5,0,0,7,0,1,2,0,0,7,0,0,2,0,0,0,1,1,24,0
6-14-18,16,0,1,17,0,1,8,0,1,8,0,1,10,0,1,15,0,1,22,1,1,96,1,1
16-22-25,37,10,1,4,22,0,38,303,0,16,53,0,41,112,0,0,25,0,10,41,0,146,566,0
18-23-30,0,0,1,0,0,1,0,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,3,0
23-20-7,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
4-8-14,6,0,1,3,0,1,5,0,1,8,0,1,15,0,1,5,0,1,7,0,1,49,0,1
14-21-24,64,1,1,257,18,1,105,10,1,211,10,1,269,44,1,63,0,1,111,3,1,1080,86,1
2-5-2,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,3,0,1,0,0,1,4,0,1
11-15-19,71,5,1,67,11,1,128,27,1,63,20,1,86,38,1,45,0,1,64,19,1,524,120,1
10-12-15,8,5,1,14,5,1,12,2,1,7,11,0,17,16,1,11,6,1,12,1,1,81,46,1
2-6-14,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
17-15-7,1,2,0,0,2,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,1,7,0
15-12-3,0,3,0,0,1,0,0,9,0,0,2,0,0,1,0,0,0,1,0,0,1,0,16,0
12-13-17,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,2,0,1
23-16-3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
0-8-12,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
1-2-4,122,3,1,177,4,1,430,25,1,624,142,1,244,33,1,104,11,1,45,13,1,1746,231,1
3-7-9,218,3,1,342,16,1,450,30,1,261,22,1,506,35,1,231,6,1,266,13,1,2274,125,1
22-18-6,0,2,0,0,3,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,0
6-6-9,3,1,1,2,0,1,4,0,1,0,0,1,5,0,1,2,0,1,2,0,1,18,1,1
0-1-1,376,15,1,313,12,1,1955,301,1,2145,778,1,1065,323,1,535,117,1,167,54,1,6556,1600,1
9-5-2,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0,0,0,1,0,0,1,0,3,0
12-11-13,0,0,1,0,0,1,1,0,1,3,0,1,0,0,1,1,0,1,0,0,1,5,0,1
5-8-8,8,61,0,13,74,0,119,153,0,70,33,1,88,63,1,28,33,0,48,56,0,374,473,0
23-23-20,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
15-17-16,1,0,1,1,0,1,0,8,0,0,0,1,0,1,0,0,4,0,0,1,0,2,14,0
16-11-4,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
12-12-11,26,21,1,32,14,1,46,3,1,29,0,1,25,11,1,27,32,0,1,31,0,186,112,1
19-24-29,0,11,0,0,13,0,3,28,0,6,24,0,4,30,0,2,2,1,4,10,0,19,118,0
15-15-16,9,10,0,14,10,1,14,20,0,23,10,1,11,12,0,6,115,0,0,79,0,77,256,0
18-14-0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
11-17-24,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1
20-22-22,0,0,1,2,4,0,0,17,0,0,0,1,0,44,0,0,2,0,0,79,0,2,146,0
18-15-3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,2,0
23-28-29,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
23-26-29,0,0,1,1,1,1,4,0,1,0,0,1,1,0,1,2,0,1,1,0,1,9,1,1
10-11-14,2,1,1,5,1,1,2,2,1,5,2,1,1,0,1,2,0,1,2,2,1,19,8,1
14-8-1,0,1,0,0,0,1,0,4,0,0,1,0,0,0,1,0,0,1,0,0,1,0,6,0
17-27-30,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
19-12-2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,0,4,0
11-9-10,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1
14-13-4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
13-13-7,0,2,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,1,0,0,1,1,4,0
21-23-26,0,0,1,0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,1,0,1,2,2,1
1-8-11,3,0,1,4,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,8,0,1
13-21-24,53,0,1,116,0,1,56,0,1,73,0,1,123,0,1,60,0,1,111,0,1,592,0,1
15-20-19,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
17-22-25,13,5,1,3,22,0,4,149,0,6,87,0,8,53,0,0,77,0,1,39,0,35,432,0
3-3-4,103,12,1,169,8,1,438,18,1,145,4,1,551,7,1,79,11,1,345,2,1,1830,62,1
9-12-13,5,100,0,12,195,0,15,912,0,4,62,0,8,408,0,16,1126,0,9,141,0,69,2944,0
7-8-5,0,4,0,0,2,0,0,4,0,0,1,0,0,0,1,0,0,1,0,0,1,0,11,0
9-17-22,249,0,1,416,0,1,212,0,1,152,0,1,88,0,1,374,0,1,44,0,1,1535,0,1
5-8-10,83,11,1,93,76,1,259,98,1,189,127,1,573,110,1,138,137,1,211,59,1,1546,618,1
4-6-10,52,4,1,56,3,1,82,2,1,52,1,1,89,0,1,38,0,1,24,5,1,393,15,1
18-11-1,0,2,0,0,2,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,1,0,8,0
17-15-8,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3,0
21-24-26,0,0,1,0,1,0,1,1,1,3,0,1,1,1,1,0,0,1,0,0,1,5,3,1
20-16-6,0,0,1,0,3,0,0,6,0,0,1,0,0,0,1,0,0,1,0,0,1,0,10,0
6-2-0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,4,0
16-21-25,16,4,1,10,6,1,35,20,1,23,17,1,24,14,1,4,10,0,4,13,0,116,84,1
3-2-4,2,0,1,1,0,1,4,0,1,0,0,1,0,0,1,1,0,1,0,0,1,8,0,1
13-11-9,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
13-9-4,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,0
3-4-0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
6-9-12,77,18,1,71,29,1,146,67,1,102,108,0,293,42,1,51,84,0,150,64,1,890,412,1
6-11-11,0,1,0,0,2,0,2,8,0,0,11,0,0,2,0,0,3,0,3,3,1,5,30,0
4-12-16,0,0,1,4,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1
6-8-15,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1
14-18-26,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
3-9-12,16,0,1,18,0,1,15,0,1,26,0,1,26,4,1,21,0,1,8,0,1,130,4,1
20-21-22,0,6,0,0,35,0,0,6,0,0,1,0,0,21,0,1,0,1,0,27,0,1,96,0
18-23-23,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
14-23-29,71,0,1,0,0,1,70,0,1,2,0,1,71,0,1,0,0,1,273,0,1,487,0,1
1-9-13,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
14-20-26,7,0,1,2,0,1,10,0,1,3,18,0,16,4,1,2,0,1,5,1,1,45,23,1
6-6-6,118,11,1,97,7,1,169,21,1,122,2,1,87,0,1,159,28,1,60,12,1,812,81,1
0-6-12,0,0,1,0,0,1,0,0,1,1,0,1,0,12,0,0,0,1,0,5,0,1,17,0
3-5-8,196,1,1,211,13,1,389,13,1,512,42,1,490,14,1,180,8,1,144,6,1,2122,97,1
7-10-8,0,7,0,0,2,0,1,13,0,3,0,1,0,0,1,1,0,1,0,0,1,5,22,0
17-16-17,3,10,0,8,0,1,0,19,0,0,20,0,0,6,0,2,355,0,0,70,0,13,480,0
21-21-18,0,0,1,0,0,1,0,0,1,0,0,1,0,59,0,0,0,1,0,0,1,0,59,0
22-19-9,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24-18-4,0,0,1,0,0,1,0,3,0,0,0,1,0,0,1,0,2,0,0,0,1,0,5,0
5-2-0,0,5,0,0,3,0,0,19,0,0,3,0,0,8,0,0,2,0,0,6,0,0,46,0
6-13-17,37,0,1,37,0,1,40,0,1,38,3,1,45,0,1,81,0,1,57,3,1,335,6,1
20-20-17,0,0,1,0,0,1,0,1,0,0,0,1,0,4,0,0,0,1,0,0,1,0,5,0
18-18-16,1,1032,0,0,3252,0,0,3508,0,4,34,0,0,53,0,0,290,0,0,27,0,5,8196,0
7-3-0,0,2,0,0,0,1,0,5,0,0,4,0,0,4,0,0,1,0,0,0,1,0,16,0
16-25-29,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,2,0
8-12-11,0,48,0,0,62,0,0,96,0,0,1,0,2,14,0,0,6,0,0,8,0,2,235,0
4-1-0,0,1,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,1,0,6,0
6-10-9,0,11,0,6,10,0,7,30,0,0,1,0,3,3,1,0,0,1,1,2,0,17,57,0
13-22-29,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,150,0,1,150,0,1
12-11-9,0,0,1,0,1,0,0,4,0,0,0,1,0,0,1,0,40,0,0,4,0,0,49,0
14-17-17,1,140,0,0,169,0,2,212,0,0,0,1,7,33,0,2,4,0,0,20,0,12,578,0
7-7-7,99,19,1,102,19,1,186,15,1,125,0,1,79,3,1,136,35,1,37,15,1,764,106,1
20-21-26,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
9-9-5,0,2,0,0,2,0,0,7,0,0,0,1,0,2,0,0,0,1,0,0,1,0,13,0
16-11-1,0,12,0,0,4,0,0,15,0,0,0,1,0,11,0,0,7,0,0,0,1,0,49,0
22-20-20,0,0,1,0,0,1,0,66,0,0,0,1,0,136,0,0,0,1,0,0,1,0,202,0
14-22-28,170,0,1,1,0,1,71,0,1,61,2,1,223,0,1,18,0,1,445,2,1,989,4,1
24-28-29,0,0,1,0,0,1,0,0,1,4,0,1,5,0,1,0,0,1,0,0,1,9,0,1
7-5-2,0,2,0,0,3,0,0,26,0,1,15,0,0,5,0,0,3,0,0,0,1,1,54,0
16-15-15,2,15,0,12,3,1,0,34,0,15,24,0,1,17,0,1,302,0,0,356,0,31,751,0
21-18-7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0
22-15-0,0,22,0,0,19,0,0,6,0,0,0,1,0,9,0,0,5,0,0,0,1,0,61,0
15-24-28,7,0,1,0,0,1,0,0,1,12,0,1,0,0,1,0,0,1,1,1,1,20,1,1
3-5-11,1,0,1,0,0,1,2,0,1,8,0,1,0,0,1,1,0,1,1,0,1,13,0,1
7-12-20,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
10-11-11,37,13,1,51,29,1,38,31,1,25,1,1,51,6,1,22,10,1,10,13,0,234,103,1
14-14-13,7,37,0,25,16,1,34,21,1,34,1,1,27,20,1,11,63,0,0,349,0,138,507,0
16-13-7,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,4,0
7-13-16,78,2,1,47,0,1,78,8,1,49,12,1,119,4,1,47,0,1,84,7,1,502,33,1
2-10-15,0,0,1,0,0,1,2,0,1,1,0,1,0,0,1,1,0,1,0,0,1,4,0,1
7-6-5,6,1,1,3,2,1,1,1,1,0,2,0,12,0,1,1,0,1,10,0,1,33,6,1
5-5-1,0,2,0,0,2,0,0,11,0,0,5,0,0,1,0,0,0,1,0,3,0,0,24,0
28-29-30,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
10-10-3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
27-28-29,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
15-14-17,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
20-20-20,3,5352,0,80,7001,0,1,6920,0,7,1716,0,21,1541,0,0,909,0,0,886,0,112,24325,0
17-18-20,3,46,0,72,54,1,5,14,0,13,27,0,22,12,1,3,37,0,2,10,0,120,200,0
4-8-7,0,3,0,2,2,1,2,8,0,4,0,1,2,1,1,1,1,1,5,1,1,16,16,1
10-15-22,0,0,1,1,0,1,2,0,1,2,0,1,0,0,1,1,0,1,0,1,0,6,1,1
7-8-3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
5-8-9,30,34,0,23,117,0,213,145,1,137,151,0,533,190,1,58,133,0,154,129,1,1148,899,1
18-21-23,2,31,0,3,31,0,2,39,0,5,4,1,8,24,0,0,7,0,3,21,0,23,157,0
20-14-3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0
18-16-11,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
3-5-9,75,1,1,60,1,1,82,2,1,86,1,1,73,0,1,24,3,1,29,2,1,429,10,1
13-13-13,19,37,0,45,29,1,63,26,1,70,1,1,68,16,1,15,56,0,5,62,0,285,227,1
19-15-6,0,1,0,0,3,0,0,2,0,0,0,1,0,0,1,0,2,0,0,0,1,0,8,0
18-20-24,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1
15-15-13,0,3,0,0,2,0,1,7,0,1,1,1,0,1,0,0,443,0,0,565,0,2,1022,0
19-20-20,1,252,0,38,408,0,0,311,0,1,179,0,6,235,0,0,95,0,0,134,0,46,1614,0
15-16-10,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
12-14-11,0,3,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,0
13-11-10,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,3,0,0,2,0,0,6,0
4-8-10,124,2,1,213,21,1,330,24,1,147,27,1,439,29,1,147,39,1,177,20,1,1577,162,1
4-7-12,27,0,1,30,1,1,32,0,1,30,3,1,38,0,1,14,0,1,22,0,1,193,4,1
9-8-5,0,0,1,0,1,0,2,2,1,2,0,1,0,1,0,2,1,1,0,0,1,6,5,1
22-22-21,0,0,1,0,105,0,0,557,0,0,0,1,0,6891,0,0,3,0,0,506,0,0,8062,0
22-25-26,0,0,1,0,0,1,0,0,1,5,0,1,0,0,1,3,0,1,0,0,1,8,0,1
20-18-7,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
3-6-3,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
13-12-9,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,5,0
17-14-8,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,4,0
13-14-17,4,2,1,0,2,0,5,0,1,4,0,1,2,0,1,2,0,1,0,4,0,17,8,1
8-13-13,0,6,0,1,12,0,0,21,0,0,5,0,0,5,0,1,3,0,2,4,0,4,56,0
10-11-6,0,0,1,0,1,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0
14-11-3,0,1,0,0,5,0,0,10,0,0,2,0,0,3,0,0,1,0,0,2,0,0,24,0
14-12-5,0,1,0,1,4,0,0,5,0,0,0,1,0,0,1,0,1,0,0,0,1,1,11,0
5-12-12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
1-7-10,21,0,1,21,0,1,7,0,1,8,0,1,3,1,1,6,0,1,2,0,1,68,1,1
10-9-12,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1
9-11-17,0,0,1,0,0,1,0,0,1,1,0,1,3,0,1,0,0,1,1,0,1,5,0,1
19-21-24,1,0,1,0,0,1,0,0,1,0,1,0,1,3,0,1,0,1,0,6,0,3,10,0
21-23-23,0,0,1,0,3,0,2,0,1,0,0,1,0,3,0,0,0,1,0,2,0,2,8,0
11-7-2,0,2,0,0,1,0,0,4,0,0,0,1,0,4,0,0,1,0,0,0,1,0,12,0
12-17-23,1,0,1,2,0,1,17,0,1,10,1,1,11,2,1,1,0,1,6,7,0,48,10,1
4-12-18,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
6-11-14,112,1,1,92,8,1,124,82,1,88,15,1,242,19,1,55,60,0,124,40,1,837,225,1
6-11-17,5,0,1,16,0,1,19,0,1,19,0,1,18,0,1,1,0,1,13,0,1,91,0,1
3-10-14,8,0,1,7,0,1,5,0,1,6,0,1,7,1,1,3,0,1,6,0,1,42,1,1
10-17-23,13,0,1,42,0,1,31,0,1,19,1,1,3,0,1,23,0,1,14,1,1,145,2,1
19-26-31,5,14,0,1,1,1,2,17,0,0,185,0,1,123,0,10,12,0,0,105,0,19,457,0
12-18-19,0,2,0,1,0,1,0,6,0,0,0,1,6,2,1,0,0,1,0,0,1,7,10,0
10-13-13,1,177,0,5,250,0,3,412,0,1,46,0,9,159,0,7,34,0,0,69,0,26,1147,0
11-19-25,1,0,1,25,0,1,28,0,1,21,0,1,10,0,1,9,0,1,9,0,1,103,0,1
21-16-1,0,3,0,0,3,0,0,6,0,0,0,1,0,1,0,0,1,0,0,0,1,0,14,0
23-26-31,2,0,1,0,0,1,2,0,1,1,0,1,3,0,1,0,0,1,0,0,1,8,0,1
10-12-16,1,0,1,2,1,1,7,0,1,1,0,1,5,3,1,0,0,1,1,0,1,17,4,1
15-22-30,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
3-5-6,201,96,1,382,135,1,1150,204,1,1836,315,1,2849,166,1,445,78,1,873,120,1,7736,1114,1
9-15-21,35,0,1,86,4,1,29,0,1,12,0,1,17,0,1,19,0,1,10,5,1,208,9,1
9-17-23,30,0,1,34,0,1,1,0,1,3,0,1,4,0,1,23,0,1,11,0,1,106,0,1
18-19-23,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
7-6-0,0,1,0,0,2,0,0,3,0,0,4,0,0,6,0,0,0,1,0,2,0,0,18,0
3-3-2,213,82,1,241,40,1,196,69,1,8,15,0,280,132,1,334,9,1,213,15,1,1485,362,1
8-12-10,0,19,0,0,0,1,0,4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,23,0
15-23-28,708,0,1,17,0,1,75,0,1,82,2,1,293,3,1,17,0,1,505,7,1,1697,12,1
17-12-1,0,10,0,0,5,0,0,18,0,0,2,0,0,4,0,0,2,0,0,0,1,0,41,0
10-16-23,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
5-9-14,33,0,1,48,0,1,66,0,1,75,6,1,101,3,1,47,0,1,61,1,1,431,10,1
25-20-4,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
5-10-11,2,1,1,2,0,1,10,15,0,36,23,1,11,15,0,5,38,0,19,15,1,85,107,0
1-4-3,4,2,1,9,1,1,49,32,1,17,26,0,20,7,1,28,11,1,29,5,1,156,84,1
7-13-15,12,0,1,5,0,1,10,28,0,8,5,1,14,2,1,28,23,1,17,1,1,94,59,1
4-9-9,1,0,1,0,4,0,2,0,1,0,7,0,0,2,0,0,2,0,6,0,1,9,15,0
5-9-7,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
5-9-15,3,0,1,7,0,1,11,0,1,9,0,1,18,0,1,4,0,1,8,0,1,60,0,1
8-11-18,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,3,0,1
11-14-21,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1,1,0,1,3,0,1
14-22-25,30,0,1,41,0,1,41,0,1,75,0,1,79,0,1,10,0,1,19,0,1,295,0,1
15-21-22,0,2,0,0,0,1,0,11,0,0,0,1,1,0,1,0,12,0,1,1,1,2,26,0
13-13-14,9,9,1,27,6,1,37,24,1,28,1,1,29,9,1,9,21,0,5,34,0,144,104,1
21-16-5,0,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0
18-14-3,0,5,0,0,3,0,0,6,0,0,0,1,0,2,0,0,2,0,0,0,1,0,18,0
