rgb,set1Arm,set1NotArm,set1Prediction,set2Arm,set2NotArm,set2Prediction,set3Arm,set3NotArm,set3Prediction,set4Arm,set4NotArm,set4Prediction,set5Arm,set5NotArm,set5Prediction,set6Arm,set6NotArm,set6Prediction,set7Arm,set7NotArm,set7Prediction,totalArm,totalNotArm,totalPrediction
15-13-2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
18-15-6,0,2,0,0,2,0,0,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,10,0
12-11-11,14,8,1,10,4,1,33,4,1,45,0,1,7,3,1,10,16,0,3,27,0,122,62,1
15-21-27,10,0,1,1,1,1,16,0,1,3,8,0,17,4,1,1,0,1,9,7,1,57,20,1
23-17-5,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,3,0
6-7-8,35,20,1,84,28,1,98,66,1,83,7,1,97,33,1,47,22,1,62,17,1,506,193,1
15-15-18,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,2,2,1
8-8-8,90,25,1,69,14,1,162,24,1,166,6,1,95,0,1,85,26,1,28,25,1,695,120,1
10-7-3,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,3,0
17-19-19,1,66,0,20,107,0,2,76,0,7,13,0,15,36,0,3,32,0,0,13,0,48,343,0
7-15-19,22,0,1,29,0,1,38,0,1,21,0,1,19,0,1,29,0,1,25,1,1,183,1,1
10-14-19,35,0,1,39,3,1,56,0,1,31,13,1,48,8,1,18,0,1,20,2,1,247,26,1
21-21-19,0,11,0,1,51,0,0,892,0,0,1,0,1,3185,0,0,86,0,0,92,0,2,4318,0
0-8-11,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
12-12-5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
14-15-18,3,2,1,7,5,1,2,3,0,2,1,1,1,0,1,1,0,1,1,3,0,17,14,1
6-8-12,17,9,1,19,1,1,18,7,1,21,2,1,36,15,1,9,0,1,24,0,1,144,34,1
3-4-7,47,0,1,32,2,1,60,5,1,61,8,1,69,5,1,28,0,1,37,1,1,334,21,1
10-15-21,3,0,1,21,1,1,23,0,1,9,0,1,19,0,1,4,0,1,9,3,1,88,4,1
22-21-22,0,0,1,0,6,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0,9,0
21-19-19,0,5,0,0,3,0,0,133,0,1,233,0,0,24,0,0,0,1,0,0,1,1,398,0
16-14-8,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,2,0
12-9-3,0,2,0,0,2,0,0,8,0,1,2,0,0,0,1,0,4,0,0,1,0,1,19,0
16-15-12,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
22-22-22,0,0,1,0,64,0,0,0,1,0,0,1,0,32,0,0,3,0,0,10,0,0,109,0
2-7-12,30,0,1,22,0,1,37,0,1,65,0,1,25,1,1,9,0,1,17,0,1,205,1,1
0-5-8,45,0,1,22,0,1,6,0,1,23,0,1,2,0,1,9,0,1,1,1,1,108,1,1
11-13-10,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
7-10-15,6,1,1,12,0,1,44,3,1,21,16,1,37,4,1,7,10,0,26,5,1,153,39,1
6-10-8,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1
8-18-23,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
28-30-31,0,0,1,0,0,1,5,0,1,6,0,1,12,0,1,0,0,1,2,0,1,25,0,1
11-16-22,11,0,1,13,0,1,45,0,1,10,4,1,11,0,1,8,0,1,7,11,0,105,15,1
11-21-26,33,0,1,59,0,1,3,0,1,10,0,1,4,0,1,26,0,1,0,0,1,135,0,1
7-8-13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1
16-24-31,100,0,1,0,0,1,17,0,1,0,0,1,11,0,1,0,0,1,18,0,1,146,0,1
23-19-9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
12-11-5,0,2,0,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,2,2,1
23-18-2,0,1,0,0,2,0,0,0,1,0,0,1,0,4,0,0,2,0,0,0,1,0,9,0
14-13-16,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
16-15-10,0,0,1,0,1,0,0,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,5,0
20-15-1,0,9,0,0,4,0,0,10,0,0,0,1,0,6,0,0,3,0,0,0,1,0,32,0
17-13-6,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,1,0,5,0
17-13-0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3,0
1-6-13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1
2-8-10,1,0,1,1,0,1,5,0,1,4,0,1,2,0,1,5,0,1,1,0,1,19,0,1
24-30-30,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
26-20-1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
13-12-6,0,1,0,0,4,0,0,0,1,3,0,1,0,0,1,0,1,0,0,0,1,3,6,0
6-6-4,4,0,1,1,0,1,4,1,1,6,6,1,2,1,1,23,0,1,203,2,1,243,10,1
10-12-11,5,29,0,5,25,0,1,42,0,7,0,1,2,8,0,5,6,0,1,6,0,26,116,0
6-7-6,75,28,1,27,15,1,91,30,1,33,0,1,47,6,1,125,6,1,55,9,1,453,94,1
1-1-4,2,0,1,0,0,1,3,0,1,1,0,1,2,0,1,0,0,1,0,0,1,8,0,1
10-8-9,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1
6-5-4,5,1,1,4,0,1,3,4,0,0,5,0,9,1,1,3,0,1,1,1,1,25,12,1
8-4-1,0,0,1,0,0,1,0,4,0,0,4,0,0,0,1,0,0,1,0,0,1,0,8,0
22-17-6,0,1,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0
27-28-30,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
16-22-24,3,0,1,1,14,0,3,272,0,1,14,0,7,55,0,0,1,0,0,3,0,15,359,0
6-9-10,14,107,0,22,116,0,74,248,0,51,196,0,65,204,0,25,121,0,96,266,0,347,1258,0
17-20-25,1,0,1,0,1,0,2,3,0,2,0,1,4,0,1,1,0,1,0,0,1,10,4,1
12-13-12,19,20,0,27,12,1,9,6,1,17,0,1,20,8,1,4,18,0,2,9,0,98,73,1
17-14-2,1,2,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,6,0
14-10-1,0,6,0,0,1,0,0,13,0,0,1,0,0,2,0,0,2,0,0,0,1,0,25,0
10-8-2,0,2,0,0,2,0,0,6,0,2,5,0,0,1,0,0,0,1,0,1,0,2,17,0
25-26-28,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
21-23-21,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0,0,0,1,0,0,1,0,4,0
11-16-17,2,15,0,0,13,0,3,80,0,0,6,0,2,1,1,3,47,0,1,5,0,11,167,0
14-15-12,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0,0,5,0
5-11-12,0,0,1,0,0,1,1,1,1,3,0,1,0,0,1,1,24,0,4,0,1,9,25,0
12-11-4,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
16-23-26,15,3,1,4,35,0,12,142,0,29,19,1,69,42,1,1,1,1,6,9,0,136,251,0
9-9-13,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
9-12-16,29,0,1,27,2,1,43,1,1,31,13,1,57,19,1,11,5,1,19,10,1,217,50,1
15-13-5,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,5,0
17-27-31,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
7-13-18,66,0,1,120,0,1,47,0,1,74,11,1,122,6,1,99,0,1,158,4,1,686,21,1
18-13-0,0,4,0,0,4,0,0,13,0,0,1,0,0,2,0,0,4,0,0,0,1,0,28,0
24-31-31,0,0,1,4,0,1,2,0,1,1,0,1,1,12,0,0,0,1,0,9,0,8,21,0
12-15-20,5,0,1,5,0,1,15,0,1,4,1,1,6,0,1,2,0,1,4,1,1,41,2,1
20-13-1,0,4,0,0,1,0,0,4,0,0,0,1,0,5,0,0,0,1,0,0,1,0,14,0
19-14-1,0,5,0,0,1,0,0,12,0,0,2,0,0,1,0,0,4,0,0,0,1,0,25,0
2-4-4,425,141,1,786,111,1,2025,394,1,1739,536,1,1413,232,1,902,117,1,734,115,1,8024,1646,1
16-9-0,0,0,1,0,0,1,0,17,0,0,0,1,0,0,1,0,0,1,0,0,1,0,17,0
22-23-20,0,0,1,0,0,1,0,0,1,0,0,1,0,10,0,0,0,1,0,0,1,0,10,0
13-9-3,0,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,0,1,0,1,0,0,14,0
21-16-7,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
5-12-15,13,0,1,4,0,1,8,0,1,6,0,1,8,3,1,12,0,1,5,0,1,56,3,1
19-25-26,0,0,1,0,0,1,0,6,0,0,0,1,0,1,0,0,0,1,1,0,1,1,7,0
3-4-4,410,207,1,1006,119,1,2081,348,1,867,180,1,2175,113,1,706,96,1,924,51,1,8169,1114,1
10-13-16,20,1,1,36,11,1,47,29,1,17,9,1,61,45,1,40,9,1,37,7,1,258,111,1
6-10-12,56,17,1,43,26,1,136,322,0,95,132,0,346,75,1,51,566,0,136,175,0,863,1313,0
9-7-4,0,2,0,0,1,0,0,2,0,0,3,0,1,2,0,0,0,1,0,0,1,1,10,0
15-18-17,0,2,0,0,0,1,0,20,0,0,0,1,0,2,0,0,0,1,0,0,1,0,24,0
15-18-18,1,52,0,1,75,0,18,200,0,0,0,1,7,34,0,1,0,1,1,15,0,29,376,0
2-7-10,90,3,1,90,2,1,60,0,1,57,1,1,72,10,1,52,0,1,35,5,1,456,21,1
9-10-8,1,5,0,3,5,0,0,1,0,9,0,1,0,0,1,14,2,1,0,4,0,27,17,1
0-6-9,11,0,1,5,0,1,1,0,1,4,0,1,0,0,1,2,0,1,0,0,1,23,0,1
5-7-11,18,2,1,29,0,1,44,0,1,26,0,1,68,0,1,17,0,1,42,0,1,244,2,1
6-7-7,108,35,1,102,41,1,121,72,1,153,10,1,114,10,1,84,23,1,49,26,1,731,217,1
17-25-31,170,0,1,0,0,1,0,0,1,0,5,0,5,0,1,0,0,1,1,11,0,176,16,1
1-5-5,5,1,1,3,0,1,5,8,0,4,5,0,4,1,1,12,3,1,5,1,1,38,19,1
14-13-5,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
2-4-7,178,9,1,177,3,1,394,22,1,734,40,1,450,53,1,212,24,1,111,20,1,2256,171,1
9-6-0,0,12,0,0,13,0,0,31,0,0,8,0,0,13,0,0,5,0,0,5,0,0,87,0
13-10-4,0,2,0,0,4,0,0,8,0,0,1,0,1,3,0,0,3,0,0,1,0,1,22,0
14-7-0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
15-19-19,0,76,0,0,522,0,2,274,0,0,0,1,6,54,0,0,27,0,0,131,0,8,1084,0
7-9-12,25,7,1,29,16,1,47,16,1,35,63,0,65,22,1,28,10,1,23,5,1,252,139,1
21-23-24,0,0,1,0,0,1,1,1,1,0,0,1,0,2,0,0,0,1,0,0,1,1,3,0
3-2-5,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1
14-15-16,5,11,0,20,12,1,18,39,0,16,4,1,15,16,0,8,71,0,9,27,0,91,180,0
9-16-19,70,0,1,56,0,1,104,0,1,28,2,1,56,13,1,29,2,1,26,2,1,369,19,1
11-9-1,0,2,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,1,0,0,1,0,6,0
21-13-0,0,11,0,0,4,0,0,6,0,0,0,1,0,0,1,0,3,0,0,0,1,0,24,0
2-3-3,2434,558,1,5398,211,1,3747,491,1,2803,486,1,4415,895,1,2640,231,1,3482,102,1,24919,2974,1
13-16-22,1,0,1,0,0,1,2,0,1,5,0,1,1,0,1,1,0,1,1,0,1,11,0,1
21-15-4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
12-7-1,0,1,0,0,2,0,0,8,0,0,2,0,0,2,0,0,0,1,0,0,1,0,15,0
13-12-12,6,12,0,18,7,1,39,5,1,23,0,1,5,2,1,6,14,0,2,21,0,99,61,1
16-20-25,4,4,1,2,0,1,1,8,0,4,4,1,9,1,1,1,0,1,1,0,1,22,17,1
11-9-3,0,3,0,0,2,0,0,5,0,0,2,0,0,1,0,0,0,1,0,1,0,0,14,0
21-22-21,0,0,1,0,1224,0,0,499,0,0,0,1,0,124,0,0,223,0,0,1280,0,0,3350,0
8-10-13,16,2,1,17,12,1,37,7,1,22,53,0,25,22,1,15,5,1,13,26,0,145,127,1
4-6-3,0,0,1,1,0,1,1,0,1,0,0,1,2,0,1,1,0,1,5,0,1,10,0,1
22-29-31,0,0,1,3,0,1,2,0,1,1,6,0,3,69,0,2,7,0,2,2,1,13,84,0
5-10-17,0,0,1,0,0,1,1,0,1,12,0,1,2,0,1,0,0,1,0,0,1,15,0,1
2-1-0,82,48,1,66,32,1,21,95,0,0,0,1,51,44,1,3,21,0,47,5,1,270,245,1
4-12-17,0,0,1,4,0,1,9,0,1,1,0,1,2,0,1,0,0,1,0,0,1,16,0,1
5-7-9,90,11,1,125,76,1,268,53,1,164,113,1,469,96,1,96,43,1,289,61,1,1501,453,1
5-10-10,0,1,0,3,3,1,1,4,0,1,9,0,0,0,1,0,4,0,2,6,0,7,27,0
7-10-9,1,69,0,7,56,0,4,96,0,6,0,1,4,9,0,7,4,1,0,14,0,29,248,0
10-18-20,1,0,1,1,0,1,0,0,1,0,0,1,3,0,1,0,0,1,0,0,1,5,0,1
3-3-0,1,50,0,3,30,0,1,99,0,0,79,0,8,42,0,0,13,0,0,8,0,13,321,0
16-18-19,10,21,0,58,42,1,30,77,0,24,24,1,41,28,1,14,46,0,11,35,0,188,273,0
0-3-2,0,0,1,0,0,1,2,29,0,2,16,0,5,7,0,9,24,0,5,9,0,23,85,0
7-10-16,0,0,1,0,0,1,12,0,1,4,0,1,10,0,1,0,0,1,4,1,1,30,1,1
23-20-8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
17-25-29,1,9,0,0,4,0,0,7,0,1,17,0,0,10,0,0,3,0,1,12,0,3,62,0
16-23-25,1,0,1,0,6,0,0,124,0,0,0,1,2,45,0,0,0,1,0,0,1,3,175,0
1-2-7,1,0,1,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,3,0,1
12-11-10,1,3,0,3,2,1,14,0,1,8,0,1,2,2,1,1,65,0,0,18,0,29,90,0
18-13-5,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
6-9-7,1,10,0,1,9,0,4,3,1,2,0,1,0,1,0,7,1,1,0,0,1,15,24,0
8-6-3,0,2,0,0,2,0,0,15,0,1,7,0,0,2,0,0,0,1,0,2,0,1,30,0
4-7-7,15,60,0,13,137,0,363,214,1,159,55,1,202,80,1,31,49,0,58,52,1,841,647,1
11-17-20,172,16,1,109,10,1,161,49,1,149,48,1,379,114,1,62,1,1,128,24,1,1160,262,1
2-8-14,0,0,1,1,0,1,1,0,1,10,0,1,1,0,1,2,0,1,2,1,1,17,1,1
12-18-25,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,2,0
4-3-4,13,0,1,12,0,1,13,0,1,5,0,1,1,0,1,7,0,1,6,0,1,57,0,1
15-20-20,0,1,0,0,294,0,0,7,0,0,0,1,0,12,0,0,90,0,0,32,0,0,436,0
11-7-4,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,2,0
8-7-1,0,2,0,0,0,1,0,5,0,0,0,1,0,3,0,0,0,1,0,0,1,0,10,0
19-18-20,0,5,0,3,5,0,0,2,0,0,4,0,0,1,0,0,0,1,0,0,1,3,17,0
15-15-17,1,3,0,3,0,1,8,4,1,3,3,1,2,0,1,1,9,0,5,22,0,23,41,0
15-15-9,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
18-23-29,0,0,1,0,0,1,0,0,1,1,8,0,1,0,1,1,0,1,2,0,1,5,8,0
4-5-9,13,0,1,6,0,1,7,1,1,10,0,1,8,0,1,2,0,1,2,0,1,48,1,1
18-17-15,0,23,0,0,16,0,0,1237,0,0,20,0,0,1,0,0,12,0,0,0,1,0,1309,0
10-10-13,0,0,1,1,0,1,0,0,1,0,2,0,3,0,1,1,0,1,0,0,1,5,2,1
14-19-19,0,17,0,0,105,0,0,47,0,0,0,1,0,1,0,0,27,0,0,12,0,0,209,0
7-8-11,4,1,1,8,0,1,11,0,1,4,0,1,8,1,1,3,0,1,1,0,1,39,2,1
23-17-1,0,5,0,0,6,0,0,1,0,0,0,1,0,3,0,0,3,0,0,0,1,0,18,0
4-4-5,54,5,1,66,3,1,174,24,1,122,3,1,214,0,1,61,3,1,105,8,1,796,46,1
20-21-18,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
19-23-22,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0
12-17-15,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
9-15-22,0,0,1,3,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,3,0,4,3,1
5-7-8,33,49,0,79,142,0,243,146,1,103,108,0,491,223,1,73,46,1,225,102,1,1247,816,1
16-14-14,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,3,0,0,6,0,2,9,0
15-12-1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0
4-10-15,18,0,1,72,0,1,21,0,1,30,1,1,25,3,1,36,0,1,42,2,1,244,6,1
21-15-2,0,6,0,0,1,0,0,5,0,0,0,1,0,3,0,0,2,0,0,0,1,0,17,0
2-9-13,4,0,1,7,0,1,2,0,1,8,0,1,2,0,1,0,0,1,1,0,1,24,0,1
8-16-20,53,0,1,89,0,1,75,0,1,73,0,1,40,0,1,48,0,1,58,1,1,436,1,1
6-7-4,0,0,1,0,1,0,1,2,0,2,2,1,0,0,1,0,0,1,22,0,1,25,5,1
7-7-4,0,1,0,0,1,0,0,3,0,1,2,0,0,0,1,4,1,1,1,0,1,6,8,0
16-19-25,1,0,1,0,0,1,2,0,1,1,0,1,0,0,1,0,0,1,1,0,1,5,0,1
2-5-10,23,0,1,28,0,1,29,0,1,69,1,1,25,0,1,9,0,1,15,0,1,198,1,1
20-16-3,0,1,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0
19-24-26,1,0,1,0,4,0,1,70,0,1,5,0,0,9,0,3,2,1,2,3,0,8,93,0
14-13-13,5,9,0,14,9,1,20,12,1,34,0,1,5,2,1,4,28,0,1,46,0,83,106,0
4-10-18,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
0-3-7,22,0,1,11,0,1,18,0,1,17,3,1,2,6,0,14,0,1,0,0,1,84,9,1
11-10-5,0,3,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,7,0
24-17-3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
3-4-2,25,46,0,17,45,0,62,48,1,4,10,0,7,65,0,139,33,1,154,1,1,408,248,1
6-11-18,0,0,1,1,0,1,2,0,1,4,0,1,2,0,1,0,0,1,0,0,1,9,0,1
15-16-11,0,0,1,0,1,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,1,0,6,0
4-3-1,4,16,0,0,4,0,0,25,0,0,50,0,1,43,0,1,15,0,0,2,0,6,155,0
22-14-0,0,8,0,0,6,0,0,10,0,0,0,1,0,2,0,0,4,0,0,0,1,0,30,0
12-13-8,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
8-10-11,22,41,0,20,84,0,37,107,0,18,86,0,16,463,0,20,164,0,15,137,0,148,1082,0
13-23-27,0,0,1,0,0,1,14,0,1,5,0,1,2,0,1,1,0,1,13,0,1,35,0,1
16-15-11,1,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,5,0
17-13-1,0,2,0,0,0,1,0,4,0,0,0,1,0,3,0,0,2,0,0,0,1,0,11,0
2-2-3,291,18,1,698,6,1,612,31,1,362,17,1,552,33,1,265,27,1,537,7,1,3317,139,1
18-14-2,0,2,0,0,6,0,0,4,0,0,0,1,0,3,0,0,1,0,0,0,1,0,16,0
19-21-23,0,12,0,0,6,0,1,25,0,1,9,0,1,7,0,0,2,0,1,3,0,4,64,0
17-25-27,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0,0,0,1,0,0,1,0,4,0
15-17-20,5,6,0,34,13,1,15,2,1,21,2,1,22,4,1,12,13,0,11,12,0,120,52,1
2-6-4,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1
11-14-11,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,2,0
19-17-8,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,2,0
15-19-20,3,129,0,18,2825,0,3,252,0,4,2,1,11,17,0,4,69,0,1,117,0,44,3411,0
3-8-6,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
19-27-30,0,2,0,0,0,1,0,1,0,0,4,0,1,17,0,0,2,0,0,1,0,1,27,0
20-20-14,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
4-5-4,77,32,1,48,19,1,94,419,0,37,14,1,82,109,0,259,132,1,251,6,1,848,731,1
11-10-4,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,2,4,0
17-20-20,0,10,0,2,48,0,3,16,0,1,3,0,8,44,0,0,5,0,0,1,0,14,127,0
6-6-0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
0-7-13,0,0,1,0,0,1,0,0,1,0,0,1,0,18,0,0,0,1,0,5,0,0,23,0
8-4-0,0,1,0,0,14,0,0,53,0,0,8,0,0,6,0,0,1,0,0,8,0,0,91,0
17-23-24,0,0,1,0,2,0,0,36,0,0,0,1,0,7,0,0,0,1,0,0,1,0,45,0
14-24-31,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1,2,0,1
17-22-22,0,0,1,0,17,0,0,4,0,0,0,1,0,19,0,0,68,0,0,0,1,0,108,0
12-11-7,0,5,0,0,5,0,0,6,0,3,0,1,0,1,0,0,3,0,0,0,1,3,20,0
17-20-21,0,65,0,6,80,0,3,69,0,9,53,0,31,81,0,0,45,0,2,11,0,51,404,0
9-12-18,0,0,1,0,0,1,7,0,1,3,0,1,7,0,1,1,0,1,1,0,1,19,0,1
14-10-3,0,2,0,0,1,0,0,11,0,0,0,1,0,3,0,0,4,0,0,0,1,0,21,0
17-18-19,10,65,0,84,89,0,15,94,0,17,100,0,21,61,0,5,96,0,5,39,0,157,544,0
23-25-30,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
18-18-18,13,776,0,84,1458,0,0,1491,0,30,427,0,11,200,0,4,2492,0,1,328,0,143,7172,0
4-4-8,2,0,1,1,0,1,2,0,1,0,0,1,1,0,1,0,0,1,0,0,1,6,0,1
23-17-3,0,5,0,0,0,1,0,4,0,0,0,1,0,1,0,0,4,0,0,0,1,0,14,0
2-7-11,77,0,1,90,0,1,86,0,1,101,0,1,68,6,1,46,0,1,41,7,1,509,13,1
13-18-18,0,6,0,0,15,0,0,7,0,0,0,1,0,1,0,0,4,0,0,9,0,0,42,0
9-8-2,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,5,0
16-13-1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,4,0
11-8-1,0,5,0,0,3,0,0,11,0,0,4,0,0,4,0,0,1,0,0,0,1,0,28,0
13-20-22,1,0,1,10,1,1,12,6,1,2,1,1,11,7,1,4,5,0,2,0,1,42,20,1
17-15-16,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,35,0,0,32,0,1,69,0
17-19-21,26,101,0,54,44,1,72,33,1,70,32,1,92,56,1,8,29,0,1,24,0,323,319,1
1-1-1,1319,69,1,1461,19,1,1136,204,1,726,74,1,498,135,1,402,81,1,326,56,1,5868,638,1
11-18-19,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
14-20-21,0,1,0,0,0,1,0,0,1,1,0,1,0,4,0,0,2,0,0,0,1,1,7,0
6-13-20,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,3,0,1
16-17-15,1,188,0,0,0,1,0,103,0,2,0,1,0,3,0,0,10,0,0,11,0,3,315,0
22-25-30,0,0,1,0,0,1,3,0,1,1,0,1,3,0,1,0,0,1,0,0,1,7,0,1
7-7-3,0,2,0,0,2,0,0,3,0,1,3,0,0,0,1,0,0,1,0,0,1,1,10,0
12-21-24,10,0,1,10,0,1,21,0,1,134,0,1,127,0,1,15,0,1,20,0,1,337,0,1
21-19-18,0,0,1,0,1,0,0,15,0,0,18,0,0,14,0,0,0,1,0,0,1,0,48,0
10-10-7,1,3,0,0,3,0,0,3,0,3,0,1,0,1,0,0,3,0,1,2,0,5,15,0
18-22-26,4,7,0,1,1,1,6,13,0,3,22,0,9,2,1,1,5,0,0,3,0,24,53,0
6-6-1,0,0,1,0,1,0,0,2,0,0,3,0,0,0,1,0,0,1,0,0,1,0,6,0
18-25-27,0,0,1,0,0,1,0,9,0,0,0,1,0,13,0,0,1,0,0,0,1,0,23,0
19-21-25,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,2,0,1,3,2,1
22-27-30,0,0,1,1,2,0,6,7,0,1,0,1,4,1,1,0,3,0,4,9,0,16,22,0
12-10-9,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,0,0,0,1,0,8,0
16-22-27,69,2,1,3,9,0,42,1,1,54,34,1,157,44,1,5,5,1,10,19,0,340,114,1
8-12-19,0,0,1,0,0,1,3,0,1,1,0,1,0,0,1,0,0,1,0,0,1,4,0,1
7-6-8,1,0,1,2,0,1,3,0,1,0,0,1,2,0,1,2,0,1,1,0,1,11,0,1
15-14-6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3,0
19-18-16,0,3,0,0,8,0,0,580,0,0,5,0,0,37,0,0,0,1,0,0,1,0,633,0
