rgb,set1Arm,set1NotArm,set1Prediction,set2Arm,set2NotArm,set2Prediction,set3Arm,set3NotArm,set3Prediction,set4Arm,set4NotArm,set4Prediction,set5Arm,set5NotArm,set5Prediction,set6Arm,set6NotArm,set6Prediction,set7Arm,set7NotArm,set7Prediction,totalArm,totalNotArm,totalPrediction
4-5-6,164,201,0,132,478,0,248,1819,0,121,803,0,126,1919,0,128,2558,0,130,1461,0,1049,9239,0
14-15-15,1,0,1,10,0,1,81,0,1,90,0,1,342,0,1,8,0,1,58,0,1,590,0,1
0-1-4,13,0,1,3,0,1,9,0,1,2,0,1,2,0,1,1,0,1,0,0,1,30,0,1
1-2-5,36,0,1,33,0,1,45,0,1,104,1,1,41,0,1,17,0,1,20,4,1,296,5,1
9-9-8,18,5122,0,109,18143,0,4,20904,0,85,1700,0,8,2365,0,0,9785,0,0,529,0,224,58548,0
3-4-6,182,34,1,181,52,1,331,118,1,280,214,1,584,122,1,129,105,1,300,71,1,1987,716,1
4-3-4,8,4,1,10,2,1,17,4,1,19,0,1,5,0,1,5,4,1,1,2,0,65,16,1
1-3-6,95,0,1,114,0,1,132,0,1,203,0,1,76,5,1,57,0,1,68,1,1,745,6,1
7-5-0,0,30,0,0,7,0,0,79,0,1,5,0,0,16,0,0,19,0,0,0,1,1,156,0
10-9-7,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
8-7-9,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
6-5-3,0,11,0,1,12,0,0,18,0,9,0,1,0,2,0,2,5,0,0,1,0,12,49,0
5-9-12,183,0,1,668,0,1,333,0,1,744,15,1,257,0,1,401,0,1,241,2,1,2827,17,1
1-1-1,5745,1471,1,10896,468,1,7264,1408,1,3812,636,1,7145,2038,1,5292,667,1,6149,237,1,46303,6925,1
1-5-8,0,0,1,1,0,1,2,0,1,4,0,1,0,0,1,0,0,1,0,0,1,7,0,1
4-5-8,5,2,1,6,0,1,24,12,1,21,7,1,43,0,1,2,4,0,19,7,1,120,32,1
3-5-8,89,0,1,121,0,1,241,1,1,159,45,1,352,10,1,92,9,1,184,28,1,1238,93,1
7-11-14,1943,0,1,37,1,1,409,0,1,226,17,1,813,10,1,48,0,1,2374,22,1,5850,50,1
9-12-13,5,20,0,3,59,0,4,746,0,12,246,0,23,320,0,4,41,0,8,67,0,59,1499,0
0-4-6,9,0,1,16,0,1,3,0,1,17,0,1,1,10,0,2,0,1,1,2,0,49,12,1
5-6-10,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
13-9-0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,2,0
2-1-1,30,5,1,11,7,1,16,14,1,1,5,0,8,12,0,19,4,1,5,1,1,90,48,1
13-14-15,2,0,1,1,1,1,21,0,1,10,0,1,30,0,1,2,0,1,20,0,1,86,1,1
6-3-0,0,5,0,0,5,0,0,18,0,0,4,0,0,8,0,0,1,0,0,0,1,0,41,0
5-6-3,0,1,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,1,0,0,1,1,3,0
3-7-9,179,0,1,369,0,1,237,0,1,129,6,1,195,1,1,290,0,1,334,38,1,1733,45,1
11-11-12,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1
9-10-10,3,611,0,100,893,0,25,925,0,27,429,0,81,652,0,2,268,0,3,371,0,241,4149,0
8-6-1,0,37,0,0,26,0,0,74,0,0,8,0,0,32,0,0,21,0,0,0,1,0,198,0
5-9-13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
10-12-13,0,1,0,3,10,0,11,101,0,8,2,1,25,36,0,1,6,0,6,21,0,54,177,0
3-3-2,99,19,1,77,17,1,121,23,1,28,29,0,51,5,1,393,10,1,520,5,1,1289,108,1
5-5-4,49,51,0,23,42,0,101,47,1,61,0,1,23,12,1,112,145,0,15,59,0,384,356,1
5-7-11,0,0,1,1,0,1,3,0,1,3,0,1,0,0,1,1,0,1,0,2,0,8,2,1
3-5-5,36,341,0,62,539,0,171,980,0,59,695,0,111,963,0,68,805,0,105,715,0,612,5038,0
6-10-11,152,2,1,326,4,1,175,10,1,184,11,1,381,48,1,202,5,1,159,5,1,1579,85,1
0-0-1,327,6,1,426,2,1,1547,144,1,1828,317,1,568,128,1,227,24,1,140,17,1,5063,638,1
6-6-6,107,168,0,239,91,1,301,98,1,283,4,1,259,82,1,102,222,0,34,216,0,1325,881,1
6-4-1,0,9,0,0,18,0,0,40,0,3,16,0,0,21,0,0,8,0,0,2,0,3,114,0
5-7-9,550,49,1,597,133,1,941,214,1,474,196,1,613,267,1,395,25,1,451,134,1,4021,1018,1
8-13-15,4,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,6,0,4,7,0
7-10-12,810,72,1,1847,66,1,1535,172,1,1091,166,1,2303,328,1,495,31,1,712,94,1,8793,929,1
6-6-2,0,0,1,0,1,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0
8-11-15,225,0,1,0,0,1,18,0,1,1,13,0,87,0,1,3,0,1,71,3,1,405,16,1
10-8-4,1,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,1,6,0
7-7-6,9,46,0,30,29,1,39,46,0,40,3,1,32,31,1,11,1241,0,0,2976,0,161,4372,0
12-8-1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
2-1-3,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
2-5-9,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,2,0,1
2-3-5,483,10,1,754,50,1,1178,35,1,771,47,1,1620,70,1,394,14,1,752,32,1,5952,258,1
9-6-1,0,10,0,0,10,0,0,39,0,1,4,0,0,13,0,0,19,0,0,0,1,1,95,0
11-10-10,0,0,1,0,9,0,0,3220,0,0,0,1,0,12429,0,0,6,0,0,159,0,0,15823,0
11-11-10,0,0,1,0,106,0,0,836,0,0,0,1,0,8462,0,0,5,0,0,519,0,0,9928,0
2-4-7,90,0,1,107,0,1,138,0,1,175,8,1,193,9,1,100,0,1,128,2,1,931,19,1
0-3-4,74,0,1,52,3,1,48,1,1,66,1,1,24,4,1,44,0,1,10,4,1,318,13,1
5-4-3,1,9,0,2,6,0,0,8,0,2,0,1,0,7,0,2,6,0,0,2,0,7,38,0
0-3-6,14,0,1,10,0,1,15,0,1,25,0,1,0,40,0,8,0,1,0,39,0,72,79,0
1-2-3,1655,174,1,2191,290,1,4619,575,1,8516,1111,1,12006,569,1,3083,321,1,2975,325,1,35045,3365,1
4-5-7,92,8,1,77,38,1,132,31,1,93,143,0,198,172,1,73,28,1,96,95,1,761,515,1
10-9-3,0,2,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,6,0
9-7-4,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0
8-5-0,0,48,0,0,11,0,0,159,0,0,5,0,0,39,0,0,22,0,0,0,1,0,284,0
8-5-1,0,13,0,0,6,0,0,17,0,1,3,0,0,5,0,0,13,0,0,0,1,1,57,0
0-1-3,248,0,1,151,15,1,356,13,1,565,54,1,200,30,1,198,9,1,68,7,1,1786,128,1
7-11-12,90,3,1,66,18,1,106,109,0,147,10,1,198,59,1,14,1,1,45,0,1,666,200,1
13-9-1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,2,0
8-11-10,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,2,0
9-12-14,20,148,0,8,173,0,19,962,0,41,661,0,22,757,0,13,140,0,9,247,0,132,3088,0
4-2-1,0,0,1,0,1,0,0,6,0,0,4,0,0,4,0,0,2,0,0,1,0,0,18,0
9-12-15,80,57,1,2,190,0,13,240,0,18,866,0,242,435,0,13,48,0,7,328,0,375,2164,0
3-7-8,53,0,1,16,0,1,20,0,1,19,5,1,50,1,1,24,0,1,15,5,1,197,11,1
1-5-6,5,0,1,2,0,1,5,0,1,1,0,1,7,0,1,5,0,1,2,0,1,27,0,1
9-9-5,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,3,0
9-11-15,0,0,1,0,0,1,0,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,3,0
6-5-6,5,6,0,5,0,1,13,3,1,15,0,1,10,0,1,5,2,1,0,6,0,53,17,1
8-13-14,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,2,0
5-7-6,0,72,0,0,89,0,0,149,0,0,18,0,2,32,0,1,13,0,0,30,0,3,403,0
7-5-2,0,7,0,0,8,0,0,18,0,1,0,1,0,4,0,0,2,0,0,0,1,1,39,0
9-13-15,76,41,1,1,2,0,3,71,0,0,328,0,3,459,0,14,34,0,9,277,0,106,1212,0
0-2-3,559,2,1,402,13,1,589,86,1,1339,106,1,822,76,1,641,59,1,248,28,1,4600,370,1
9-12-12,0,0,1,0,0,1,0,17,0,3,0,1,0,2,0,0,0,1,1,3,0,4,22,0
4-8-10,927,0,1,1218,5,1,709,0,1,596,15,1,698,8,1,752,0,1,559,15,1,5459,43,1
5-5-7,3,1,1,6,1,1,3,2,1,6,2,1,2,0,1,3,0,1,3,3,1,26,9,1
6-5-4,0,2,0,0,5,0,0,13,0,2,0,1,0,0,1,0,52,0,0,4,0,2,76,0
6-6-4,1,15,0,0,22,0,0,34,0,2,0,1,0,3,0,1,7,0,0,2,0,4,83,0
3-4-4,247,525,0,330,672,0,355,858,0,328,132,1,361,394,0,240,149,1,214,291,0,2075,3021,0
2-4-4,78,134,0,75,287,0,587,462,1,402,302,1,998,357,1,139,223,0,352,264,1,2631,2029,1
11-12-13,1,0,1,0,1,0,5,3,1,9,0,1,8,0,1,4,0,1,3,0,1,30,4,1
1-5-7,12,0,1,25,0,1,8,0,1,13,1,1,17,1,1,7,0,1,12,0,1,94,2,1
13-14-14,0,0,1,0,0,1,3,0,1,1,0,1,2,0,1,0,0,1,0,0,1,6,0,1
11-9-4,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0
12-13-14,1,0,1,0,2,0,7,0,1,4,0,1,10,0,1,2,0,1,0,0,1,24,2,1
10-13-13,0,0,1,0,0,1,1,10,0,2,0,1,1,0,1,0,0,1,1,0,1,5,10,0
7-8-7,6,13,0,13,16,0,5,16,0,17,8,1,4,27,0,3,78,0,0,69,0,48,227,0
6-10-12,1021,2,1,1792,18,1,1972,6,1,2451,48,1,4013,24,1,1362,8,1,1745,59,1,14356,165,1
9-7-2,1,9,0,0,13,0,1,9,0,0,0,1,0,11,0,0,14,0,0,0,1,2,56,0
3-1-0,0,21,0,0,6,0,0,46,0,0,20,0,0,17,0,0,7,0,0,4,0,0,121,0
7-4-1,0,4,0,0,2,0,0,5,0,0,1,0,0,4,0,0,1,0,0,0,1,0,17,0
12-9-2,0,0,1,0,1,0,0,4,0,0,0,1,0,1,0,0,2,0,0,0,1,0,8,0
4-2-0,0,42,0,0,61,0,0,180,0,0,52,0,0,38,0,0,15,0,0,25,0,0,413,0
3-2-0,0,116,0,0,136,0,0,325,0,1,213,0,0,94,0,0,38,0,0,64,0,1,986,0
11-15-15,0,0,1,1,0,1,0,0,1,0,0,1,2,25,0,3,0,1,0,10,0,6,35,0
4-6-10,0,0,1,1,0,1,8,0,1,5,0,1,7,0,1,0,0,1,3,0,1,24,0,1
10-7-2,0,3,0,0,3,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,9,0
4-6-7,152,132,1,168,354,0,239,1156,0,173,455,0,276,898,0,216,637,0,242,347,0,1466,3979,0
7-12-15,34,0,1,0,0,1,33,0,1,0,0,1,0,0,1,0,0,1,99,1,1,166,1,1
5-5-3,1,10,0,2,19,0,1,18,0,7,0,1,0,5,0,0,11,0,1,4,0,12,67,0
8-8-4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
6-10-10,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,0,1
8-8-8,56,1833,0,284,2421,0,52,3437,0,184,566,0,47,365,0,26,10364,0,7,2731,0,656,21717,0
7-6-4,0,10,0,0,8,0,0,20,0,0,0,1,0,6,0,1,2,0,0,3,0,1,49,0
8-7-3,1,7,0,0,12,0,0,8,0,2,0,1,0,1,0,0,2,0,0,1,0,3,31,0
10-9-8,0,7,0,1,29,0,0,276,0,0,9,0,0,77,0,0,2,0,0,0,1,1,400,0
3-2-4,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
6-11-12,3,0,1,5,0,1,12,0,1,16,0,1,30,0,1,13,0,1,8,0,1,87,0,1
2-3-6,32,0,1,33,2,1,42,0,1,40,3,1,49,0,1,23,0,1,24,0,1,243,5,1
4-3-0,0,42,0,0,35,0,0,132,0,2,40,0,1,55,0,0,17,0,0,11,0,3,332,0
5-5-5,246,140,1,252,88,1,506,93,1,359,5,1,286,69,1,206,146,1,77,159,0,1932,700,1
8-9-6,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
5-3-1,0,6,0,0,4,0,0,23,0,0,6,0,0,11,0,0,5,0,0,0,1,0,55,0
11-11-13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
5-4-0,0,12,0,0,6,0,0,23,0,0,5,0,0,10,0,0,1,0,0,1,0,0,58,0
7-7-7,52,178,0,202,110,1,223,227,0,274,35,1,166,149,1,42,750,0,8,1963,0,967,3412,0
1-1-4,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,4,0,1
9-11-11,0,55,0,1,83,0,0,122,0,2,63,0,6,198,0,1,100,0,9,70,0,19,691,0
11-7-1,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,5,0
10-12-15,3,1,1,3,7,0,11,13,0,20,24,0,12,22,0,1,1,1,5,3,1,55,71,0
10-10-6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
10-9-4,0,0,1,0,4,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,6,0
7-7-4,0,3,0,0,2,0,0,4,0,0,0,1,0,1,0,1,4,0,0,0,1,1,14,0
10-10-9,4,10509,0,81,12323,0,1,40653,0,13,32929,0,20,29151,0,0,3453,0,0,2524,0,119,131542,0
10-8-6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
2-6-8,52,0,1,94,0,1,71,0,1,46,2,1,37,2,1,36,0,1,95,3,1,431,7,1
3-2-2,31,1,1,27,1,1,10,4,1,1,5,0,14,2,1,15,1,1,3,1,1,101,15,1
8-7-1,1,5,0,0,5,0,0,3,0,0,0,1,0,0,1,0,1,0,0,0,1,1,14,0
3-4-3,92,120,0,58,142,0,150,154,0,83,2,1,34,29,1,220,10,1,19,11,1,656,468,1
8-11-13,375,57,1,29,234,0,216,847,0,459,529,0,1064,526,1,21,125,0,62,198,0,2226,2516,0
6-5-2,0,9,0,0,14,0,4,31,0,7,6,1,1,5,0,1,13,0,0,1,0,13,79,0
0-2-6,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,4,0,2,4,0
10-14-15,4,1,1,0,7,0,0,22,0,2,44,0,4,290,0,8,7,1,0,36,0,18,407,0
0-3-3,0,0,1,1,0,1,2,1,1,1,0,1,0,0,1,4,0,1,3,0,1,11,1,1
8-8-7,10,1408,0,24,136,0,9,7279,0,47,110,0,5,80,0,1,4978,0,0,1756,0,96,15747,0
10-13-15,7,43,0,8,36,0,21,239,0,25,445,0,29,1252,0,27,8,1,18,268,0,135,2291,0
4-7-7,4,38,0,1,39,0,4,43,0,3,33,0,3,7,0,6,12,0,23,4,1,44,176,0
7-7-8,21,29,0,58,33,1,69,73,0,68,20,1,37,30,1,25,215,0,28,162,0,306,562,0
2-3-2,135,78,1,82,78,1,329,113,1,53,24,1,93,43,1,366,30,1,398,27,1,1456,393,1
7-9-8,0,12,0,0,14,0,0,33,0,0,0,1,5,7,0,0,2,0,0,2,0,5,70,0
5-10-12,213,0,1,569,0,1,173,0,1,562,0,1,428,0,1,476,0,1,263,0,1,2684,0,1
10-6-1,0,5,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,6,0
9-9-9,75,19047,0,601,29845,0,13,36257,0,259,10588,0,122,9323,0,6,20412,0,3,3675,0,1079,129147,0
8-9-11,24,34,0,22,11,1,56,13,1,81,12,1,73,10,1,3,20,0,12,12,1,271,112,1
4-4-2,1,17,0,0,9,0,6,15,0,6,2,1,0,3,0,5,2,1,0,0,1,18,48,0
5-5-2,0,6,0,0,1,0,1,5,0,2,1,1,0,2,0,0,0,1,0,0,1,3,15,0
5-6-7,73,217,0,102,477,0,153,1234,0,100,133,0,96,538,0,114,1056,0,81,241,0,719,3896,0
9-8-4,1,3,0,0,5,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,1,1,13,0
7-6-3,1,16,0,1,16,0,0,16,0,2,1,1,0,1,0,1,5,0,0,0,1,5,55,0
12-8-2,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
3-4-1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7-9-13,0,0,1,0,0,1,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3,0,1
6-9-9,1,16,0,3,25,0,10,51,0,0,18,0,13,3,1,0,10,0,0,23,0,27,146,0
6-7-9,51,16,1,76,39,1,100,34,1,57,6,1,68,14,1,76,12,1,46,18,1,474,139,1
6-4-0,0,44,0,0,15,0,0,92,0,0,17,0,0,39,0,0,32,0,0,0,1,0,239,0
8-7-6,0,2,0,0,8,0,0,6,0,0,0,1,0,0,1,0,284,0,0,54,0,0,354,0
3-6-8,508,2,1,544,0,1,643,8,1,567,110,1,1002,54,1,575,1,1,750,75,1,4589,250,1
9-11-12,10,160,0,2,77,0,14,529,0,26,235,0,33,226,0,1,121,0,7,91,0,93,1439,0
6-4-2,0,2,0,0,1,0,0,5,0,0,4,0,1,5,0,0,0,1,0,0,1,1,17,0
3-6-5,0,0,1,0,0,1,0,6,0,0,0,1,0,1,0,0,0,1,0,0,1,0,7,0
11-8-3,0,1,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0
8-6-3,0,3,0,0,6,0,0,10,0,1,0,1,0,4,0,0,5,0,0,0,1,1,28,0
0-1-0,3372,1080,1,3103,279,1,3295,1841,1,983,414,1,596,650,0,2287,2740,0,1099,751,1,14735,7755,1
3-8-10,15,0,1,36,0,1,14,0,1,10,0,1,6,0,1,0,0,1,7,0,1,88,0,1
5-6-9,5,0,1,9,0,1,16,0,1,13,1,1,16,0,1,9,0,1,11,2,1,79,3,1
3-3-5,8,4,1,11,2,1,24,6,1,13,0,1,15,1,1,1,0,1,1,0,1,73,13,1
3-1-1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
3-5-4,1,89,0,13,68,0,12,146,0,9,1,1,8,12,0,8,4,1,1,16,0,52,336,0
7-6-6,5,10,0,15,10,1,27,26,1,39,0,1,7,3,1,4,108,0,1,78,0,98,235,0
10-9-10,1,1802,0,18,638,0,2,810,0,4,352,0,0,64,0,0,1183,0,0,300,0,25,5149,0
11-8-2,0,5,0,0,4,0,0,9,0,0,0,1,0,2,0,0,3,0,0,0,1,0,23,0
1-3-1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
7-6-5,0,6,0,0,2,0,0,8,0,0,0,1,0,2,0,0,54,0,0,17,0,0,89,0
5-7-7,10,557,0,16,866,0,18,1671,0,10,52,0,23,628,0,17,500,0,13,293,0,107,4567,0
9-11-10,0,0,1,0,0,1,0,0,1,0,0,1,0,6,0,0,1,0,0,3,0,0,10,0
7-9-12,34,3,1,21,6,1,80,15,1,48,43,1,75,20,1,18,29,0,20,39,0,296,155,1
11-8-1,0,32,0,0,22,0,0,28,0,0,0,1,0,16,0,0,15,0,0,0,1,0,113,0
0-4-7,0,0,1,0,0,1,0,0,1,2,0,1,0,1,0,0,0,1,0,0,1,2,1,1
4-1-0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,2,0
8-10-10,1,149,0,17,2168,0,7,609,0,15,59,0,51,578,0,0,503,0,2,45,0,93,4111,0
4-5-5,127,763,0,183,828,0,149,1067,0,146,135,1,163,849,0,134,638,0,81,402,0,983,4682,0
5-7-10,140,0,1,184,11,1,276,0,1,141,26,1,201,21,1,66,0,1,93,29,1,1101,87,1
11-9-0,0,0,1,0,2,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,4,0
5-3-0,0,60,0,0,23,0,0,112,0,0,24,0,0,37,0,0,24,0,0,2,0,0,282,0
0-2-4,545,0,1,299,9,1,353,0,1,619,32,1,235,31,1,202,1,1,100,6,1,2353,79,1
3-5-6,332,133,1,316,262,1,671,1336,0,489,1397,0,1157,674,1,236,2122,0,610,919,0,3811,6843,0
2-3-7,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
3-8-11,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,2,0,1
7-11-11,0,0,1,0,1,0,0,11,0,0,0,1,0,0,1,0,0,1,0,0,1,0,12,0
3-2-1,0,9,0,0,17,0,0,83,0,2,54,0,1,15,0,1,4,0,0,18,0,4,200,0
10-8-5,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,3,0
2-2-5,0,0,1,0,0,1,5,0,1,1,0,1,0,0,1,0,0,1,0,0,1,6,0,1
7-10-14,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,3,0,1,6,1,1
11-13-14,0,0,1,2,1,1,12,4,1,9,0,1,27,0,1,6,0,1,8,6,1,64,11,1
11-9-1,0,9,0,0,7,0,0,3,0,0,0,1,0,4,0,0,2,0,0,0,1,0,25,0
6-7-8,75,204,0,90,531,0,183,652,0,122,21,1,114,101,1,124,201,0,91,126,0,799,1836,0
8-7-5,1,0,1,0,5,0,0,5,0,0,0,1,0,1,0,0,1,0,0,4,0,1,16,0
10-8-1,0,22,0,0,18,0,0,14,0,1,1,1,0,1,0,0,8,0,0,0,1,1,64,0
5-8-12,0,0,1,2,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,4,0,1
9-10-8,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
11-9-2,0,8,0,0,13,0,0,10,0,0,0,1,0,3,0,0,0,1,0,0,1,0,34,0
4-9-10,2,0,1,7,0,1,5,0,1,3,0,1,1,0,1,1,0,1,1,0,1,20,0,1
4-4-0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
13-10-0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
6-7-5,0,5,0,0,9,0,0,12,0,0,0,1,0,3,0,1,0,1,0,1,0,1,30,0
4-8-11,350,0,1,686,0,1,228,0,1,163,0,1,105,0,1,492,0,1,82,11,1,2106,11,1
2-5-5,2,2,1,6,3,1,13,19,0,37,34,1,12,17,0,5,45,0,23,21,1,98,141,0
12-14-15,2,0,1,9,0,1,43,0,1,58,0,1,114,0,1,9,0,1,27,4,1,262,4,1
3-6-6,3,47,0,1,12,0,15,193,0,2,79,0,4,24,0,2,187,0,27,27,1,54,569,0
8-10-12,63,37,1,37,29,1,101,138,0,73,94,0,115,61,1,12,40,0,22,81,0,423,480,0
3-4-7,23,0,1,19,0,1,44,2,1,32,14,1,73,13,1,14,4,1,44,2,1,249,35,1
9-5-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0
8-12-14,293,30,1,1,99,0,43,221,0,166,202,0,277,219,1,4,77,0,29,80,0,813,928,0
2-2-1,135,42,1,108,64,1,106,298,0,19,115,0,71,70,1,515,225,1,828,29,1,1782,843,1
9-7-1,0,25,0,0,27,0,0,29,0,0,0,1,0,19,0,0,12,0,0,0,1,0,112,0
2-0-0,0,1,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,1,0,6,0
4-5-2,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0
4-3-1,0,18,0,0,17,0,0,65,0,8,32,0,0,24,0,2,9,0,0,9,0,10,174,0
8-5-2,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
2-4-8,0,0,1,1,0,1,0,0,1,12,0,1,1,0,1,0,0,1,0,0,1,14,0,1
12-10-2,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
7-7-9,3,2,1,8,5,1,3,3,1,2,1,1,1,1,1,1,0,1,1,5,0,19,17,1
10-11-9,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
4-7-11,0,0,1,8,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,3,0,10,3,1
10-6-0,0,46,0,0,39,0,0,42,0,0,0,1,0,14,0,0,8,0,0,0,1,0,149,0
1-4-4,4,0,1,7,7,1,9,10,0,23,17,1,17,4,1,10,3,1,10,1,1,80,42,1
9-9-4,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
10-7-1,0,20,0,0,11,0,0,36,0,1,3,0,0,12,0,0,12,0,0,0,1,1,94,0
0-2-0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,3,0,1,0,0,1,4,1,1
6-9-11,1205,79,1,2365,149,1,1927,151,1,1903,217,1,3187,628,1,819,33,1,1215,395,1,12621,1652,1
8-10-9,0,1,0,1,1,1,0,0,1,0,0,1,0,26,0,0,0,1,0,0,1,1,28,0
5-4-5,5,3,1,2,0,1,13,1,1,17,0,1,5,0,1,3,4,0,1,1,1,46,9,1
8-8-6,2,2,1,0,1,0,0,9,0,0,0,1,0,1,0,0,23,0,0,17,0,2,53,0
5-4-4,15,3,1,22,6,1,51,6,1,35,0,1,5,8,0,22,32,0,10,5,1,160,60,1
8-12-13,8,10,0,1,23,0,0,160,0,9,71,0,8,119,0,0,18,0,2,10,0,28,411,0
2-6-7,19,0,1,6,0,1,8,0,1,6,0,1,10,3,1,13,1,1,7,0,1,69,4,1
5-5-8,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
6-8-9,175,261,0,184,407,0,414,1018,0,252,233,1,342,192,1,180,227,0,148,187,0,1695,2525,0
1-2-6,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
5-9-10,191,3,1,143,3,1,149,3,1,221,2,1,484,52,1,52,0,1,162,4,1,1402,67,1
8-6-0,0,23,0,0,12,0,0,52,0,0,5,0,0,14,0,0,8,0,0,0,1,0,114,0
11-10-3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
14-14-14,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
6-9-8,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,5,0
