rgb,set1Arm,set1NotArm,set1Prediction,set2Arm,set2NotArm,set2Prediction,set3Arm,set3NotArm,set3Prediction,set4Arm,set4NotArm,set4Prediction,set5Arm,set5NotArm,set5Prediction,set6Arm,set6NotArm,set6Prediction,set7Arm,set7NotArm,set7Prediction,totalArm,totalNotArm,totalPrediction
33-40-43,0,3,0,3,48,0,1,6,0,4,1,1,5,15,0,0,2,0,0,1,0,13,76,0
30-28-20,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
34-28-7,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
23-30-43,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
37-30-10,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
36-45-57,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
47-54-58,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
1-10-15,1,0,1,1,0,1,1,0,1,5,0,1,0,0,1,3,0,1,1,0,1,12,0,1
29-36-47,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
43-41-36,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
27-31-35,3,1,1,3,2,1,3,3,1,10,0,1,5,1,1,4,3,1,1,2,0,29,12,1
38-28-3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3,0
4-19-29,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1
19-25-37,0,0,1,0,0,1,2,0,1,0,0,1,1,0,1,0,0,1,0,0,1,3,0,1
21-18-13,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
1-9-13,5,0,1,0,0,1,3,0,1,0,0,1,2,0,1,2,0,1,3,0,1,15,0,1
17-28-39,1,0,1,10,0,1,3,0,1,1,0,1,11,0,1,2,0,1,2,2,1,30,2,1
23-26-27,2,0,1,3,3,1,2,6,0,0,0,1,1,1,1,2,18,0,2,2,1,12,30,0
27-15-2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
26-26-22,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,0,0,2,0,0,8,0
13-20-33,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,0,1
26-31-33,0,2,0,1,14,0,3,8,0,3,0,1,2,0,1,1,1,1,0,2,0,10,27,0
27-39-45,9,0,1,27,2,1,26,6,1,8,5,1,8,55,0,6,3,1,2,2,1,86,73,1
30-35-39,3,4,0,12,10,1,2,2,1,8,1,1,14,3,1,4,9,0,6,5,1,49,34,1
0-14-27,0,0,1,0,0,1,0,0,1,0,0,1,0,8,0,0,0,1,0,1,0,0,9,0
26-37-38,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
4-6-11,7,0,1,8,0,1,31,0,1,15,0,1,24,0,1,5,0,1,5,0,1,95,0,1
18-32-37,0,0,1,0,0,1,3,0,1,1,0,1,0,0,1,2,0,1,0,0,1,6,0,1
18-11-1,0,3,0,0,1,0,0,4,0,0,0,1,0,1,0,0,0,1,0,0,1,0,9,0
23-22-22,4,2,1,1,1,1,7,0,1,13,0,1,2,0,1,5,0,1,1,3,0,33,6,1
51-61-63,0,0,1,1,0,1,4,0,1,4,0,1,2,0,1,1,0,1,1,1,1,13,1,1
31-19-1,0,2,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,6,0
42-48-56,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1
36-46-48,0,0,1,0,0,1,0,1,0,0,1,0,0,4,0,0,1,0,0,0,1,0,7,0
20-28-31,1,3,0,2,3,0,2,13,0,0,4,0,0,4,0,1,7,0,0,6,0,6,40,0
15-19-17,0,9,0,1,3,0,0,10,0,4,0,1,1,2,0,1,0,1,0,0,1,7,24,0
22-29-30,0,42,0,2,58,0,0,112,0,0,2,0,3,43,0,0,25,0,0,16,0,5,298,0
19-20-15,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1
14-15-14,12,5,1,8,5,1,32,6,1,8,0,1,11,1,1,19,4,1,3,2,1,93,23,1
39-25-1,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,5,0
25-41-54,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,3,0,1
12-22-25,3,0,1,0,0,1,3,6,0,0,2,0,0,2,0,0,27,0,1,1,1,7,38,0
3-6-9,36,9,1,63,0,1,192,6,1,389,81,1,202,35,1,93,3,1,24,8,1,999,142,1
18-17-20,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,3,0,1
11-20-35,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
3-8-8,12,2,1,24,0,1,49,13,1,64,28,1,26,9,1,33,21,1,21,8,1,229,81,1
49-36-3,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0
44-51-58,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,2,0,1
17-14-5,0,0,1,0,1,0,0,1,0,1,2,0,0,1,0,0,0,1,0,0,1,1,5,0
2-11-14,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,3,0,1
31-24-13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
21-23-21,9,1,1,0,0,1,1,0,1,2,0,1,2,0,1,3,1,1,0,0,1,17,2,1
33-22-3,0,1,0,0,0,1,0,1,0,0,0,1,0,3,0,0,1,0,0,0,1,0,6,0
28-41-50,24,0,1,52,0,1,53,0,1,35,2,1,132,3,1,21,0,1,32,6,1,349,11,1
15-17-18,8,2,1,17,4,1,14,13,1,13,1,1,13,2,1,11,2,1,7,3,1,83,27,1
36-41-47,0,1,0,0,0,1,0,0,1,0,6,0,0,0,1,0,0,1,0,0,1,0,7,0
39-41-39,0,24,0,0,45,0,0,7,0,0,10,0,0,15,0,0,22,0,0,16,0,0,139,0
16-24-28,2,2,1,1,4,0,4,17,0,2,16,0,6,22,0,2,5,0,4,4,1,21,70,0
24-28-26,0,0,1,0,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0
42-35-17,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
36-39-41,2,49,0,10,26,0,3,35,0,10,29,0,13,35,0,1,18,0,0,11,0,39,203,0
25-19-5,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
34-39-50,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
46-33-6,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24-23-19,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,0,0,0,1,0,7,0
40-31-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
14-15-11,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,11,0,1,1,0,1,15,1,1
17-16-9,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
30-30-25,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0,0,63,0,0,68,0
10-22-28,5,0,1,2,0,1,3,0,1,2,0,1,6,0,1,4,0,1,10,0,1,32,0,1
44-41-38,0,0,1,0,0,1,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1,0,4,0
32-43-55,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
38-35-35,0,0,1,0,0,1,0,140,0,0,8,0,0,0,1,0,7,0,0,0,1,0,155,0
25-37-47,16,0,1,31,3,1,27,0,1,11,5,1,49,0,1,3,0,1,10,2,1,147,10,1
6-13-26,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,2,0,1
28-33-41,0,1,0,1,0,1,2,0,1,0,0,1,0,0,1,2,0,1,2,0,1,7,1,1
14-20-33,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
19-35-41,0,0,1,1,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,3,0,1
20-31-36,4,2,1,6,3,1,11,2,1,5,0,1,4,4,1,3,2,1,4,0,1,37,13,1
44-33-0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
18-27-41,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
32-37-45,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,3,1,1
28-30-30,1,0,1,2,2,1,2,5,0,4,1,1,2,3,0,2,6,0,0,3,0,13,20,0
31-43-45,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1
40-49-60,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,2,0,1
40-53-60,0,0,1,0,0,1,0,3,0,0,2,0,0,17,0,2,0,1,0,1,0,2,23,0
46-36-8,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
6-3-1,0,0,1,1,1,1,0,1,0,0,0,1,0,4,0,0,0,1,0,0,1,1,6,0
8-12-18,15,0,1,19,2,1,31,4,1,14,3,1,37,0,1,21,0,1,11,1,1,148,10,1
11-15-14,9,13,0,3,13,0,11,15,0,8,0,1,3,2,1,0,1,0,4,4,1,38,48,0
19-37-43,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
38-48-61,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,2,0
43-46-44,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,2,0
11-25-30,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
26-36-48,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1
21-14-6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
13-24-31,20,1,1,7,0,1,18,0,1,15,0,1,19,2,1,7,0,1,23,0,1,109,3,1
11-9-11,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
30-43-55,3,0,1,0,0,1,1,0,1,0,0,1,2,0,1,0,0,1,3,2,1,9,2,1
32-42-50,2,1,1,0,1,0,4,1,1,1,2,0,2,1,1,0,0,1,0,1,0,9,7,1
24-26-24,5,2,1,1,2,0,0,1,0,3,0,1,0,0,1,1,0,1,0,1,0,10,6,1
24-21-10,0,0,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,1,1,3,0
4-10-12,3,2,1,4,8,0,11,16,0,50,12,1,24,9,1,11,7,1,9,2,1,112,56,1
21-25-28,0,3,0,2,3,0,1,32,0,5,1,1,4,3,1,6,32,0,2,10,0,20,84,0
23-24-30,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1
10-16-28,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,2,0,1
4-10-7,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
25-16-6,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
34-44-46,0,0,1,0,4,0,0,7,0,0,0,1,0,2,0,0,63,0,0,0,1,0,76,0
9-8-6,4,0,1,1,0,1,2,0,1,0,0,1,0,1,0,0,0,1,1,0,1,8,1,1
22-27-35,1,0,1,1,0,1,3,0,1,0,0,1,3,0,1,0,0,1,0,0,1,8,0,1
42-52-59,0,1,0,0,2,0,1,4,0,0,0,1,0,2,0,0,0,1,0,2,0,1,11,0
27-23-17,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
45-49-54,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,2,0,1
16-26-33,15,0,1,21,3,1,20,0,1,20,2,1,29,5,1,13,0,1,21,0,1,139,10,1
8-9-18,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1
26-43-54,4,0,1,2,0,1,8,0,1,5,0,1,13,0,1,28,0,1,33,0,1,93,0,1
51-56-63,0,0,1,0,0,1,2,0,1,0,0,1,1,0,1,0,0,1,0,0,1,3,0,1
27-17-2,0,1,0,0,0,1,0,1,0,0,1,0,0,3,0,0,1,0,0,0,1,0,7,0
22-35-48,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1
25-39-51,0,0,1,0,0,1,0,0,1,0,3,0,0,0,1,0,0,1,2,0,1,2,3,0
45-50-56,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1,1,0,1,3,0,1
20-19-20,1,1,1,1,0,1,7,0,1,5,0,1,4,0,1,1,3,0,0,1,0,19,5,1
25-27-28,0,1,0,5,2,1,7,2,1,4,0,1,5,1,1,1,21,0,0,1,0,22,28,0
24-39-45,6,0,1,7,0,1,17,0,1,12,0,1,6,0,1,3,0,1,2,0,1,53,0,1
32-35-33,0,0,1,0,0,1,0,6,0,0,0,1,0,0,1,0,2,0,0,2,0,0,10,0
22-27-23,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
13-21-30,2,0,1,6,0,1,13,0,1,20,8,1,26,1,1,5,1,1,15,1,1,87,11,1
9-16-15,0,2,0,0,1,0,1,6,0,4,0,1,2,0,1,0,0,1,2,0,1,9,9,1
35-27-6,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,3,0
16-22-34,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,0,1
46-33-3,0,2,0,0,0,1,0,3,0,0,0,1,0,0,1,0,1,0,0,0,1,0,6,0
6-5-8,1,0,1,1,0,1,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,5,0,1
28-34-35,0,41,0,0,65,0,1,48,0,0,0,1,2,6,0,0,1,0,0,8,0,3,169,0
7-13-18,32,0,1,76,1,1,112,3,1,67,9,1,140,3,1,62,0,1,55,2,1,544,18,1
37-46-48,0,0,1,0,0,1,0,2,0,0,0,1,0,2,0,0,6,0,0,0,1,0,10,0
22-32-43,1,0,1,2,0,1,7,0,1,2,0,1,5,0,1,0,0,1,3,1,1,20,1,1
26-42-49,23,0,1,32,0,1,18,0,1,23,0,1,39,0,1,22,0,1,33,0,1,190,0,1
15-20-21,2,27,0,1,34,0,0,43,0,0,5,0,4,121,0,0,15,0,1,34,0,8,279,0
38-46-50,0,3,0,0,1,0,0,9,0,1,0,1,0,5,0,1,0,1,1,1,1,3,19,0
45-29-1,0,0,1,0,1,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0
24-38-42,0,0,1,0,0,1,2,1,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1,1
43-48-56,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
21-30-36,8,3,1,10,4,1,46,16,1,16,11,1,11,10,1,10,1,1,8,4,1,109,49,1
6-21-28,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,2,0,1
23-28-28,0,13,0,0,9,0,0,14,0,0,1,0,4,10,0,0,1,0,0,8,0,4,56,0
41-40-43,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
22-19-5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
8-13-19,29,2,1,49,4,1,65,3,1,74,7,1,136,1,1,42,0,1,44,4,1,439,21,1
44-45-41,0,0,1,0,0,1,0,2,0,0,0,1,0,108,0,0,0,1,0,0,1,0,110,0
21-37-44,16,0,1,10,0,1,6,0,1,16,0,1,33,0,1,3,0,1,22,0,1,106,0,1
33-37-43,0,0,1,1,1,1,2,0,1,0,0,1,2,0,1,1,0,1,0,0,1,6,1,1
37-47-57,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,2,2,1
10-25-36,0,0,1,3,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,6,0,1
7-10-20,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
34-42-50,0,0,1,0,0,1,2,0,1,0,0,1,2,0,1,0,0,1,1,0,1,5,0,1
16-16-12,0,1,0,0,3,0,0,0,1,1,0,1,0,0,1,3,0,1,1,0,1,5,4,1
38-28-7,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0
24-29-36,0,0,1,3,1,1,2,0,1,0,0,1,2,0,1,1,0,1,2,0,1,10,1,1
4-10-9,1,2,0,0,1,0,12,7,1,6,19,0,0,0,1,0,2,0,3,1,1,22,32,0
29-37-48,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,2,0,2,3,0
25-44-56,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3,0,1,3,0,1
16-21-27,2,0,1,3,4,0,14,3,1,7,6,1,6,3,1,1,3,0,1,4,0,34,23,1
18-20-17,0,0,1,2,1,1,0,0,1,2,0,1,0,0,1,1,1,1,0,0,1,5,2,1
10-18-27,6,0,1,13,0,1,12,0,1,20,3,1,22,3,1,9,0,1,13,0,1,95,6,1
12-18-15,1,4,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,3,5,0
6-10-23,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,2,0,1
36-26-7,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
32-28-14,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,2,0
22-28-38,1,0,1,0,0,1,0,0,1,2,0,1,1,0,1,0,0,1,0,0,1,4,0,1
19-19-14,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,2,1,1,0,0,1,3,2,1
18-14-9,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
23-31-30,0,2,0,0,5,0,0,25,0,0,0,1,0,10,0,0,1,0,0,4,0,0,47,0
32-34-33,2,1,1,4,1,1,0,4,0,1,0,1,4,1,1,0,4,0,0,0,1,11,11,1
31-31-19,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
21-24-21,3,2,1,0,3,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,3,8,0
50-59-62,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,2,0,1
21-26-22,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
7-6-10,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,2,0,1,0,0,1,4,0,1
37-34-33,0,0,1,0,0,1,0,0,1,0,4,0,0,0,1,0,1,0,0,0,1,0,5,0
34-48-61,15,0,1,0,0,1,3,0,1,0,3,0,42,0,1,1,0,1,1,4,0,62,7,1
21-30-27,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
25-28-21,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
13-19-21,2,6,0,1,19,0,2,42,0,6,16,0,8,32,0,1,8,0,7,38,0,27,161,0
33-48-61,68,0,1,0,0,1,1,0,1,1,0,1,20,0,1,0,0,1,3,0,1,93,0,1
12-14-20,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,4,0,1
24-44-57,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
16-15-13,3,0,1,2,0,1,2,1,1,0,2,0,7,0,1,2,0,1,2,0,1,18,3,1
44-32-0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,4,0
18-25-34,2,2,1,0,0,1,5,1,1,4,2,1,8,0,1,1,0,1,1,0,1,21,5,1
12-18-21,2,8,0,4,8,0,20,28,0,13,39,0,27,18,1,5,25,0,34,34,1,105,160,0
12-23-34,0,0,1,1,0,1,8,0,1,6,0,1,6,0,1,1,0,1,5,0,1,27,0,1
49-55-59,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,0,1
11-5-3,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
43-55-61,0,0,1,0,0,1,0,1,0,0,0,1,3,2,1,0,0,1,0,0,1,3,3,1
15-29-38,10,0,1,11,0,1,15,0,1,7,3,1,14,0,1,28,0,1,17,2,1,102,5,1
17-22-29,0,0,1,2,0,1,7,0,1,0,3,0,2,1,1,1,0,1,2,0,1,14,4,1
21-14-4,0,0,1,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,0,4,0
3-10-6,0,0,1,0,0,1,4,0,1,0,0,1,0,0,1,0,0,1,0,0,1,4,0,1
30-33-38,0,0,1,2,3,0,1,0,1,0,0,1,0,0,1,3,1,1,2,0,1,8,4,1
25-21-15,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
42-41-43,0,6,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,10,0
31-30-29,3,5,0,8,2,1,3,8,0,6,5,1,2,4,0,1,23,0,0,341,0,23,388,0
21-23-28,1,1,1,2,1,1,0,1,0,2,0,1,0,0,1,0,0,1,0,1,0,5,4,1
0-2-3,0,1,0,1,0,1,125,14,1,156,57,1,32,18,1,5,3,1,2,0,1,321,93,1
3-6-8,56,4,1,101,4,1,299,35,1,600,398,1,387,118,1,164,19,1,99,18,1,1706,596,1
43-44-44,0,0,1,0,278,0,0,0,1,0,0,1,0,0,1,0,5,0,0,26,0,0,309,0
38-51-55,0,0,1,0,0,1,0,3,0,0,0,1,1,0,1,0,0,1,0,0,1,1,3,0
13-12-12,6,0,1,10,1,1,3,0,1,3,0,1,2,0,1,9,0,1,0,0,1,33,1,1
38-51-61,0,13,0,0,7,0,0,29,0,2,77,0,0,72,0,0,1,0,0,35,0,2,234,0
32-40-42,0,10,0,2,558,0,0,88,0,0,0,1,1,8,0,0,70,0,0,0,1,3,734,0
11-9-3,0,0,1,0,3,0,0,7,0,0,2,0,0,3,0,0,0,1,0,0,1,0,15,0
17-29-41,1,0,1,26,0,1,0,0,1,1,0,1,2,0,1,2,0,1,2,0,1,34,0,1
14-20-31,0,0,1,0,0,1,4,1,1,0,0,1,3,0,1,0,0,1,0,0,1,7,1,1
28-27-27,1,2,0,2,2,1,4,6,0,8,0,1,3,0,1,0,10,0,1,13,0,19,33,0
39-26-5,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
6-20-27,1,0,1,0,0,1,2,0,1,0,0,1,2,0,1,0,0,1,0,0,1,5,0,1
36-34-30,0,3,0,0,4,0,0,295,0,0,0,1,0,0,1,0,0,1,0,0,1,0,302,0
34-38-44,2,1,1,1,0,1,4,1,1,3,0,1,3,0,1,0,0,1,0,0,1,13,2,1
2-7-7,7,0,1,9,0,1,43,52,0,74,144,0,48,134,0,32,27,1,22,5,1,235,362,0
10-18-28,4,0,1,5,0,1,5,0,1,11,0,1,10,1,1,9,0,1,2,0,1,46,1,1
30-33-37,3,1,1,3,2,1,1,1,1,3,0,1,2,4,0,5,10,0,1,3,0,18,21,0
8-19-26,11,0,1,11,0,1,8,0,1,9,0,1,5,1,1,6,0,1,5,0,1,55,1,1
33-46-50,1,0,1,0,0,1,0,36,0,0,0,1,1,8,0,0,0,1,0,0,1,2,44,0
47-52-63,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
5-15-27,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
37-46-56,0,1,0,0,0,1,0,0,1,1,0,1,3,0,1,0,0,1,0,0,1,4,1,1
41-31-2,0,1,0,0,1,0,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,0,6,0
1-6-10,17,1,1,10,0,1,12,4,1,21,5,1,17,4,1,14,1,1,3,1,1,94,16,1
21-35-45,15,0,1,44,0,1,71,0,1,69,0,1,35,0,1,42,0,1,50,1,1,326,1,1
43-40-39,0,0,1,0,0,1,0,118,0,0,48,0,0,22,0,0,0,1,0,2,0,0,190,0
8-8-6,16,4,1,15,5,1,8,8,1,0,3,0,9,0,1,36,0,1,102,1,1,186,21,1
31-29-30,0,0,1,1,0,1,0,0,1,2,1,1,0,0,1,0,4,0,0,8,0,3,13,0
13-14-13,18,2,1,8,2,1,17,4,1,8,0,1,12,0,1,18,1,1,13,0,1,94,9,1
1-12-18,2,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3,0,1
41-52-61,0,0,1,0,0,1,1,10,0,1,7,0,2,4,0,0,0,1,1,2,0,5,23,0
24-35-38,0,1,0,0,0,1,1,6,0,0,2,0,1,4,0,0,0,1,0,0,1,2,13,0
0-7-15,6,0,1,1,0,1,0,0,1,2,1,1,0,0,1,1,0,1,0,0,1,10,1,1
40-39-29,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
28-28-23,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,10,0,0,12,0
6-7-4,14,14,1,10,5,1,15,9,1,0,1,0,2,18,0,85,2,1,29,2,1,155,51,1
43-43-43,0,0,1,0,347,0,0,94,0,0,0,1,0,0,1,0,25,0,0,142,0,0,608,0
14-10-1,0,4,0,0,4,0,0,8,0,0,5,0,0,1,0,0,0,1,0,0,1,0,22,0
21-20-19,14,2,1,2,0,1,25,0,1,11,0,1,0,1,0,20,8,1,1,5,0,73,16,1
0-15-27,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0,0,0,1,0,0,1,0,3,0
19-25-23,0,18,0,0,11,0,0,24,0,0,0,1,0,0,1,0,0,1,0,0,1,0,53,0
28-29-34,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
8-25-34,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
18-28-27,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0
41-51-60,0,0,1,0,0,1,0,5,0,1,0,1,0,0,1,0,0,1,0,0,1,1,5,0
24-25-24,2,6,0,9,0,1,6,1,1,9,0,1,8,3,1,3,4,0,1,1,1,38,15,1
27-40-49,26,0,1,37,1,1,67,1,1,49,0,1,211,0,1,25,2,1,25,1,1,440,5,1
37-43-51,0,0,1,0,0,1,2,0,1,1,0,1,0,0,1,0,0,1,0,0,1,3,0,1
40-27-5,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
14-26-38,0,0,1,11,0,1,0,0,1,0,0,1,1,0,1,2,0,1,1,0,1,15,0,1
41-40-42,0,21,0,0,13,0,0,6,0,0,9,0,0,8,0,0,0,1,0,0,1,0,57,0
